[2025-12-20 23:00:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x96e | src=10.216.16.8:34142 -> dst=10.47.111.60:80 | http=PATCH /api/v1/orders 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-21 00:31:41] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0x493 | src=223.195.160.47:21782 -> dst=10.144.51.191:8443 | http=POST /login 500 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:web.example.lab | neden="Yetkisiz binary/firmware benzeri payload pattern’i tespit edildi." conf=0.78
[2025-12-21 00:31:41] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x655 | src=10.143.127.202:61703 -> dst=10.127.233.15:443 | http=DELETE /admin 403 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.2
[2025-12-21 00:31:42] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb96 | src=10.15.58.185:26954 -> dst=10.165.154.95:8443 | http=POST /login 204 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.34
[2025-12-21 00:31:43] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x988 | src=10.184.212.244:1470 -> dst=10.14.255.60:443 | http=GET /wp-login.php 204 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.18
[2025-12-21 00:31:49] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x55b | src=10.211.80.20:48601 -> dst=10.80.81.244:8080 | http=GET / 401 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.28
[2025-12-21 00:31:55] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x154 | src=10.127.174.139:31888 -> dst=10.21.141.213:80 | http=GET /actuator/health 200 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.22
[2025-12-21 00:32:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x53d | src=10.29.77.124:59264 -> dst=10.207.97.205:8080 | http=DELETE /wp-login.php 429 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.12
[2025-12-21 00:32:06] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xc7d | src=10.4.139.44:57707 -> dst=10.91.158.103:8080 | http=GET /.env 429 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.36
[2025-12-21 00:32:10] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x7d8 | src=10.55.59.77:25212 -> dst=10.49.195.15:80 | http=GET /actuator/env 403 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.22
[2025-12-21 00:32:10] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xf9 | src=10.46.153.232:64785 -> dst=10.142.70.160:8080 | http=POST /.env 403 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:pay.example.lab | neden="Health-check başarılı." conf=0.29
[2025-12-21 00:32:11] [SALDIRI] UYARI: Yan Hareket / Ağ Keşfi | Aksiyon: Bloklandı | Stage: Reconnaissance | Rule: NET-SCAN-1001 | ID: 0xdfd | src=10.90.210.131:20246 -> dst=10.129.227.12:443 | http=PUT /login 401 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:auth.example.lab | neden="Kısa sürede çoklu hedef/port denemesi tespit edildi." conf=0.82
[2025-12-21 00:32:12] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x1ae | src=10.39.135.57:31983 -> dst=10.218.184.148:443 | http=POST /actuator/env 500 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.24
[2025-12-21 00:32:15] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2de | src=10.221.7.21:64039 -> dst=10.234.178.194:80 | http=PATCH / 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:payments pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.29
[2025-12-21 00:32:18] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2c | src=10.23.221.110:7075 -> dst=10.249.67.177:443 | http=POST /actuator/health 204 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="Health-check başarılı." conf=0.19
[2025-12-21 00:32:23] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc54 | src=10.248.113.51:64789 -> dst=10.216.237.234:8080 | http=GET /actuator/health 500 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.16
[2025-12-21 00:32:25] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xdc2 | src=10.46.90.172:27566 -> dst=10.84.175.194:443 | http=GET /actuator/health 204 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Health-check başarılı." conf=0.36
[2025-12-21 00:32:26] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0x703 | src=10.203.123.118:25381 -> dst=10.31.115.231:8080 | http=PATCH /admin 429 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:web.example.lab | neden="URL/Body içinde şüpheli anahtar kelime kombinasyonları görüldü." conf=0.78
[2025-12-21 00:32:27] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x9e7 | src=10.98.197.220:24600 -> dst=10.27.67.200:443 | http=DELETE /actuator/health 403 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="Health-check başarılı." conf=0.38
[2025-12-21 00:32:28] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xc14 | src=10.9.224.144:63847 -> dst=10.237.104.211:8443 | http=GET /actuator/health 204 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.41
[2025-12-21 00:32:28] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x88a | src=10.123.118.245:29243 -> dst=10.13.2.71:80 | http=POST /admin 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.1
[2025-12-21 00:32:34] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x207 | src=10.240.190.160:31660 -> dst=10.2.145.73:80 | http=PUT /actuator/health 204 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.26
[2025-12-21 00:32:39] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x7b8 | src=10.96.2.176:42349 -> dst=10.24.164.236:80 | http=GET /actuator/env 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.21
[2025-12-21 00:32:41] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb19 | src=10.195.81.131:1198 -> dst=10.84.166.201:8443 | http=POST /admin 400 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.1
[2025-12-21 00:32:43] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x9f6 | src=10.80.129.120:29710 -> dst=10.41.47.206:8443 | http=PUT / 400 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.44
[2025-12-21 00:32:44] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xea1 | src=10.148.52.33:17951 -> dst=10.11.1.127:80 | http=PUT /admin 200 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.3
[2025-12-21 00:32:46] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xd2 | src=10.135.229.58:38205 -> dst=10.238.103.11:443 | http=PUT /api/v1/users 204 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.23
[2025-12-21 00:32:48] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x499 | src=10.104.244.53:43306 -> dst=10.152.44.36:8080 | http=PATCH /login 429 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.24
[2025-12-21 00:32:52] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xede | src=10.161.143.96:3103 -> dst=10.215.60.95:8080 | http=GET /api/v1/payments 401 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.38
[2025-12-21 00:32:57] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x91f | src=10.65.101.3:55070 -> dst=10.143.79.208:443 | http=POST /api/v1/orders 404 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:api.example.lab | neden="Health-check başarılı." conf=0.14
[2025-12-21 00:32:59] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xbd0 | src=10.158.125.199:34781 -> dst=10.222.194.110:8080 | http=DELETE / 403 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.24
[2025-12-21 00:33:00] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x9be | src=10.182.105.249:4817 -> dst=10.248.99.136:443 | http=POST /api/v1/orders 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.11
[2025-12-21 00:33:05] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xa68 | src=10.185.50.135:1232 -> dst=10.202.70.27:8443 | http=POST /.env 403 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.28
[2025-12-21 00:33:06] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x80f | src=10.81.249.151:57751 -> dst=10.24.159.187:443 | http=PUT /api/v1/users 404 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.23
[2025-12-21 00:33:10] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x12 | src=10.51.233.155:9105 -> dst=10.226.4.56:80 | http=PATCH / 404 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.3
[2025-12-21 00:33:13] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2ed | src=10.139.126.50:53185 -> dst=10.130.213.231:8080 | http=PATCH /.env 403 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Health-check başarılı." conf=0.24
[2025-12-21 00:33:13] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa48 | src=10.163.243.163:2616 -> dst=10.155.113.164:8443 | http=PATCH / 204 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.42
[2025-12-21 00:33:19] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x709 | src=10.11.147.230:63590 -> dst=10.41.170.202:8080 | http=DELETE /actuator/health 500 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.32
[2025-12-21 00:33:19] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa0 | src=10.138.246.153:13894 -> dst=10.141.129.64:80 | http=DELETE /actuator/health 201 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.35
[2025-12-21 00:33:24] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x239 | src=10.225.140.184:1912 -> dst=10.205.129.230:80 | http=PUT /wp-login.php 403 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.44
[2025-12-21 00:33:26] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x298 | src=10.153.76.68:30804 -> dst=10.171.216.103:443 | http=PATCH /api/v1/users 429 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:pay.example.lab | neden="Health-check başarılı." conf=0.45
[2025-12-21 00:33:28] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x9dc | src=10.133.53.59:61589 -> dst=10.83.224.184:443 | http=PATCH /.env 500 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.45
[2025-12-21 00:33:28] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x8e0 | src=10.216.215.48:6717 -> dst=10.211.220.252:80 | http=POST /admin 401 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.19
[2025-12-21 00:33:29] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xdb0 | src=10.246.118.161:27159 -> dst=10.187.2.166:80 | http=GET /login 201 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.4
[2025-12-21 00:33:30] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x18a | src=10.3.24.153:24329 -> dst=10.54.220.101:8080 | http=PUT /admin 301 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:api.example.lab | neden="Health-check başarılı." conf=0.11
[2025-12-21 00:33:35] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xfdf | src=10.2.161.47:45246 -> dst=10.66.174.171:8443 | http=POST / 403 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:web.example.lab | neden="Health-check başarılı." conf=0.14
[2025-12-21 00:33:39] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x2d2 | src=10.33.60.209:44864 -> dst=10.253.47.55:8080 | http=GET /api/v1/users 400 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.24
[2025-12-21 00:33:40] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xff0 | src=10.211.173.36:56557 -> dst=10.220.182.16:8080 | http=POST /api/v1/payments 403 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.13
[2025-12-21 00:33:42] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x29f | src=10.175.183.154:62103 -> dst=10.252.162.145:443 | http=GET /api/v1/payments 200 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.41
[2025-12-21 00:33:47] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc6a | src=10.118.10.234:63909 -> dst=10.126.68.155:8443 | http=DELETE /api/v1/payments 301 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-21 00:33:49] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x4bc | src=10.144.27.76:18183 -> dst=10.241.232.34:8443 | http=PUT /actuator/env 403 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:auth.example.lab | neden="Health-check başarılı." conf=0.33
[2025-12-21 00:33:49] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x80c | src=10.149.149.252:38374 -> dst=10.88.84.149:443 | http=GET /.env 500 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.14
[2025-12-21 00:33:50] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x59d | src=10.0.175.165:38574 -> dst=10.186.240.145:80 | http=PUT /actuator/health 301 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.34
[2025-12-21 00:33:53] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xeee | src=10.28.239.178:56947 -> dst=10.13.10.107:443 | http=GET /api/v1/orders 429 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-21 00:33:59] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xa90 | src=10.107.63.40:7627 -> dst=10.83.37.164:80 | http=POST /.env 301 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.13
[2025-12-21 00:34:02] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x67a | src=10.29.189.220:41768 -> dst=10.14.227.7:8080 | http=GET /.env 201 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.16
[2025-12-21 00:34:03] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xecc | src=10.1.253.156:33207 -> dst=10.26.130.190:80 | http=DELETE /actuator/health 429 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.25
[2025-12-21 00:34:07] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xea2 | src=10.99.199.145:19184 -> dst=10.55.153.93:8080 | http=GET /actuator/env 404 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.44
[2025-12-21 00:34:13] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x5c8 | src=10.51.214.206:40560 -> dst=10.180.53.81:8080 | http=POST /wp-login.php 301 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.44
[2025-12-21 00:34:19] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xd0 | src=10.109.152.210:26119 -> dst=10.253.168.230:80 | http=PATCH /.env 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.23
[2025-12-21 00:34:19] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc92 | src=10.182.237.15:42737 -> dst=10.2.179.31:443 | http=PUT /api/v1/orders 404 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.41
[2025-12-21 00:34:20] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x16c | src=10.87.239.163:45295 -> dst=10.85.254.74:8443 | http=POST /api/v1/users 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.21
